Coordinates,Label
"-2.606393575668335,10.636951446533203",Machine Learning and Data Privacy
"0.38093894720077515,7.386958599090576",Machine Learning and Data Privacy
"7.676954746246338,7.776116847991943",Machine Learning and Data Privacy
"6.4825758934021,6.16469144821167",Machine Learning and Data Privacy
"2.5774118900299072,12.643836975097656",Machine Learning and Data Privacy
"3.6251578330993652,7.865660667419434",Artificial Intelligence and Reasoning Systems
"-0.8800633549690247,7.112297058105469",Artificial Intelligence and Reasoning Systems
"5.675478935241699,4.020120620727539",Artificial Intelligence and Reasoning Systems
"2.7544257640838623,12.366018295288086",Artificial Intelligence and Reasoning Systems
"2.025753974914551,9.60407829284668",Artificial Intelligence and Reasoning Systems
"6.818829536437988,12.972588539123535",Artificial Intelligence and Reasoning Systems
"1.1068490743637085,7.021723747253418",Artificial Intelligence and Reasoning Systems
"7.814632415771484,9.417428016662598",Artificial Intelligence and Reasoning Systems
"7.306861400604248,9.554229736328125",Artificial Intelligence and Reasoning Systems
"6.31240177154541,5.57381010055542",Artificial Intelligence and Reasoning Systems
"0.7619349956512451,4.395513534545898",Artificial Intelligence and Reasoning Systems
"-1.657418131828308,6.891951084136963",Artificial Intelligence and Reasoning Systems
"3.719886541366577,11.813796043395996",Artificial Intelligence and Reasoning Systems
"-1.1355358362197876,6.173721790313721",Artificial Intelligence and Reasoning Systems
"7.259965419769287,12.358182907104492",Artificial Intelligence and Reasoning Systems
"3.9535439014434814,7.1742939949035645",Artificial Intelligence and Reasoning Systems
"3.0274887084960938,10.064460754394531",Artificial Intelligence and Reasoning Systems
"-0.9496454000473022,4.678956508636475",Artificial Intelligence and Reasoning Systems
"-2.2117321491241455,9.943546295166016",Artificial Intelligence and Reasoning Systems
"10.01899242401123,6.1278767585754395",Artificial Intelligence and Reasoning Systems
"-0.9494983553886414,4.607547760009766",Artificial Intelligence and Reasoning Systems
"4.297840118408203,5.736721992492676",Artificial Intelligence and Reasoning Systems
"1.3554028272628784,12.812828063964844",Artificial Intelligence and Reasoning Systems
"-1.1403850317001343,4.702588081359863",Artificial Intelligence and Reasoning Systems
"-2.117172956466675,9.027740478515625",Artificial Intelligence and Reasoning Systems
"3.9731078147888184,9.217493057250977",Artificial Intelligence and Reasoning Systems
"7.663240432739258,13.081624984741211",Artificial Intelligence and Reasoning Systems
"2.5636684894561768,5.968202590942383",Artificial Intelligence and Reasoning Systems
"-1.0730000734329224,4.876120567321777",Artificial Intelligence and Reasoning Systems
"7.9271240234375,13.235211372375488",Artificial Intelligence and Reasoning Systems
"7.434015274047852,7.553920745849609",Artificial Intelligence and Reasoning Systems
"-1.3381415605545044,5.4543633460998535",Artificial Intelligence and Reasoning Systems
"4.575482368469238,10.15653133392334",Artificial Intelligence and Reasoning Systems
"4.031242370605469,9.89798355102539",Artificial Intelligence and Reasoning Systems
"7.14304780960083,12.566152572631836",Artificial Intelligence and Reasoning Systems
"1.9235715866088867,6.996547222137451",Artificial Intelligence and Reasoning Systems
"-2.7002875804901123,8.26549243927002",Artificial Intelligence and Reasoning Systems
"7.905176162719727,8.049103736877441",Artificial Intelligence and Reasoning Systems
"7.799445152282715,9.323324203491211",Artificial Intelligence and Reasoning Systems
"8.136663436889648,7.931820392608643",Artificial Intelligence and Reasoning Systems
"4.952471733093262,7.910676956176758",Artificial Intelligence and Reasoning Systems
"-1.3457765579223633,7.754335403442383",Artificial Intelligence and Reasoning Systems
"7.379429817199707,11.862971305847168",Artificial Intelligence and Reasoning Systems
"2.8185136318206787,13.724446296691895",Artificial Intelligence and Reasoning Systems
"4.689846515655518,8.190820693969727",Artificial Intelligence and Reasoning Systems
"7.248757839202881,6.726246356964111",Artificial Intelligence and Reasoning Systems
"2.497849941253662,5.224494457244873",Artificial Intelligence and Reasoning Systems
"-1.6831954717636108,6.984288692474365",Artificial Intelligence and Reasoning Systems
"-2.8471791744232178,8.327005386352539",Artificial Intelligence and Reasoning Systems
"-0.6896558403968811,6.01422643661499",Artificial Intelligence and Reasoning Systems
"7.482056617736816,12.64494800567627",Artificial Intelligence and Reasoning Systems
"1.6927452087402344,8.321558952331543",Artificial Intelligence and Reasoning Systems
"-1.916101336479187,6.607583045959473",Artificial Intelligence and Reasoning Systems
"-1.8275763988494873,6.32220983505249",Artificial Intelligence and Reasoning Systems
"8.110884666442871,12.84383773803711",Artificial Intelligence and Reasoning Systems
"7.309790134429932,13.028461456298828",Artificial Intelligence and Reasoning Systems
"5.28357458114624,7.219810485839844",Artificial Intelligence and Reasoning Systems
"6.44185733795166,7.857846260070801",Artificial Intelligence and Reasoning Systems
"-0.7043461203575134,13.432485580444336",Artificial Intelligence and Reasoning Systems
"-0.1347300112247467,5.967067241668701",Artificial Intelligence and Reasoning Systems
"7.507714748382568,12.271536827087402",Artificial Intelligence and Reasoning Systems
"6.335937976837158,11.246076583862305",Artificial Intelligence and Reasoning Systems
"6.573502063751221,10.900005340576172",Artificial Intelligence and Reasoning Systems
"6.093959808349609,5.078890323638916",Artificial Intelligence and Reasoning Systems
"1.9378737211227417,10.242706298828125",Artificial Intelligence and Reasoning Systems
"5.7746052742004395,5.421915531158447",Artificial Intelligence and Reasoning Systems
"5.818540573120117,5.060756206512451",Artificial Intelligence and Reasoning Systems
"0.5528260469436646,8.151971817016602",Artificial Intelligence and Reasoning Systems
"5.737308502197266,7.590504169464111",Artificial Intelligence and Reasoning Systems
"7.006120204925537,5.779078006744385",Artificial Intelligence and Reasoning Systems
"9.994401931762695,6.159696578979492",Artificial Intelligence and Reasoning Systems
"6.487706661224365,7.688354969024658",Artificial Intelligence and Reasoning Systems
"-1.8372786045074463,8.168180465698242",Artificial Intelligence and Reasoning Systems
"5.16335391998291,8.057633399963379",Artificial Intelligence and Reasoning Systems
"1.9688082933425903,11.676263809204102",Artificial Intelligence and Reasoning Systems
"7.1725006103515625,7.323300838470459",Artificial Intelligence and Reasoning Systems
"7.734023571014404,12.966209411621094",Computational Biology and Chemistry
"0.35183078050613403,7.959447383880615",Computational Biology and Chemistry
"7.969651222229004,13.32786750793457",Computational Biology and Chemistry
"1.4776017665863037,4.883440971374512",Computational Biology and Chemistry
"6.150580883026123,4.7652106285095215",Computational Biology and Chemistry
"3.178795337677002,5.523297309875488",Computational Biology and Chemistry
"4.893845558166504,8.716819763183594",Computational Biology and Chemistry
"7.866250038146973,9.471193313598633",Computational Biology and Chemistry
"5.9304656982421875,9.025968551635742",Computational Biology and Chemistry
"4.778743743896484,9.712909698486328",Computational Biology and Chemistry
"-2.768826484680176,8.430112838745117",Computational Biology and Chemistry
"-1.5372010469436646,8.088716506958008",Computational Biology and Chemistry
"2.7044308185577393,4.563060760498047",Computational Biology and Chemistry
"0.24190637469291687,6.311739921569824",Computational Biology and Chemistry
"-1.6718311309814453,10.701930046081543",Computational Biology and Chemistry
"-0.497098833322525,6.946717262268066",Computational Biology and Chemistry
"-3.1294500827789307,5.4140400886535645",Computational Biology and Chemistry
"8.985313415527344,12.21300220489502",Computational Biology and Chemistry
"6.1279616355896,6.778319835662842",Computational Biology and Chemistry
"-0.7446691393852234,8.937365531921387",Computational Biology and Chemistry
"6.194995403289795,13.435318946838379",Computational Biology and Chemistry
"-0.16737797856330872,6.59940767288208",Computational Biology and Chemistry
"-1.5742566585540771,7.964902400970459",Optimization and Decision Making in Complex Systems
"2.9953131675720215,5.3844099044799805",Optimization and Decision Making in Complex Systems
"7.236996173858643,9.446432113647461",Optimization and Decision Making in Complex Systems
"0.31092116236686707,8.27617359161377",Optimization and Decision Making in Complex Systems
"4.446484088897705,7.677303791046143",Optimization and Decision Making in Complex Systems
"4.376774311065674,11.292509078979492",Optimization and Decision Making in Complex Systems
"-0.18425336480140686,5.453944206237793",Optimization and Decision Making in Complex Systems
"8.2431058883667,12.928604125976562",Optimization and Decision Making in Complex Systems
"-0.3530144989490509,5.1873979568481445",Optimization and Decision Making in Complex Systems
"8.137116432189941,7.851587295532227",Optimization and Decision Making in Complex Systems
"-0.9380156993865967,7.005798816680908",Optimization and Decision Making in Complex Systems
"6.902961730957031,12.435505867004395",Optimization and Decision Making in Complex Systems
"-0.5311012864112854,6.536218166351318",Optimization and Decision Making in Complex Systems
"8.014183044433594,12.360648155212402",Self-Supervised Representation Learning
"-3.045619487762451,5.460824966430664",Self-Supervised Representation Learning
"5.717710494995117,13.019187927246094",Self-Supervised Representation Learning
"-1.067873477935791,8.418191909790039",Self-Supervised Representation Learning
"-0.9211738705635071,5.685400485992432",Self-Supervised Representation Learning
"0.5144091248512268,5.621616840362549",Self-Supervised Representation Learning
"0.6486455202102661,12.105803489685059",Self-Supervised Representation Learning
"8.00651741027832,12.671638488769531",Self-Supervised Representation Learning
"-1.785451889038086,7.953505992889404",Self-Supervised Representation Learning
"2.0553319454193115,13.190876007080078",Self-Supervised Representation Learning
"0.7401124238967896,6.871020793914795",Self-Supervised Representation Learning
"5.836798191070557,10.64847469329834",Self-Supervised Representation Learning
"-0.1214936152100563,9.222610473632812",Self-Supervised Representation Learning
"-0.826465904712677,6.417239665985107",Self-Supervised Representation Learning
"8.427489280700684,6.6461005210876465",Self-Supervised Representation Learning
"-2.3444406986236572,10.703283309936523",Self-Supervised Representation Learning
"-0.6101015210151672,6.5651631355285645",Self-Supervised Representation Learning
"9.906250953674316,6.3980512619018555",Self-Supervised Representation Learning
"9.913734436035156,6.388146877288818",Self-Supervised Representation Learning
"4.241809844970703,11.233874320983887",Self-Supervised Representation Learning
"2.9419851303100586,13.71761703491211",Self-Supervised Representation Learning
"6.905539035797119,8.248970031738281",Self-Supervised Representation Learning
"2.5818896293640137,10.532066345214844",Self-Supervised Representation Learning
"1.0608999729156494,5.047522068023682",Self-Supervised Representation Learning
"0.5702928900718689,9.015700340270996",Self-Supervised Representation Learning
"0.3172045350074768,7.166938781738281",Self-Supervised Representation Learning
"4.076008319854736,8.460442543029785",Self-Supervised Representation Learning
"-0.8774681091308594,9.223291397094727",Self-Supervised Representation Learning
"4.151468276977539,12.801145553588867",Self-Supervised Representation Learning
"-0.9212272763252258,7.758051872253418",Self-Supervised Representation Learning
"4.602859020233154,9.483793258666992",Self-Supervised Representation Learning
"3.1286203861236572,7.423258304595947",Self-Supervised Representation Learning
"-0.20634950697422028,6.026603698730469",Self-Supervised Representation Learning
"1.0977795124053955,5.094413757324219",Self-Supervised Representation Learning
"4.326627254486084,7.875966548919678",Self-Supervised Representation Learning
"2.4194798469543457,9.932223320007324",Self-Supervised Representation Learning
"-1.9464378356933594,7.89300012588501",Self-Supervised Representation Learning
"5.949355125427246,4.493329048156738",Self-Supervised Representation Learning
"-0.7780659198760986,9.048088073730469",Self-Supervised Representation Learning
"2.2930238246917725,5.040863037109375",Natural Language Processing
"-1.008023738861084,6.863862037658691",Natural Language Processing
"7.1410136222839355,8.040278434753418",Natural Language Processing
"4.314292907714844,11.12842845916748",Natural Language Processing
"1.023040771484375,11.260124206542969",Natural Language Processing
"6.4453816413879395,8.021761894226074",Natural Language Processing
"5.3097968101501465,9.64836311340332",Natural Language Processing
"6.990350246429443,9.33035945892334",Natural Language Processing
"-2.1341733932495117,11.77397346496582",Natural Language Processing
"7.577093601226807,13.512943267822266",Natural Language Processing
"0.5341817140579224,11.881129264831543",Natural Language Processing
"3.645738363265991,8.877229690551758",Natural Language Processing
"5.637348651885986,9.139318466186523",Natural Language Processing
"-0.84461909532547,8.60953426361084",Natural Language Processing
"6.94615364074707,6.573855400085449",Natural Language Processing
"6.34544563293457,4.7839460372924805",Natural Language Processing
"2.7648074626922607,10.515114784240723",Natural Language Processing
"4.689619064331055,11.79724407196045",Natural Language Processing
"0.035582251846790314,6.426909923553467",Natural Language Processing
"0.7709859609603882,7.710856914520264",Natural Language Processing
"2.0058579444885254,7.728886604309082",Natural Language Processing
"1.7184587717056274,7.347579479217529",Natural Language Processing
"2.3657288551330566,10.180559158325195",Natural Language Processing
"-2.226872682571411,11.699442863464355",Natural Language Processing
"0.8690198659896851,8.049549102783203",Natural Language Processing
"1.4675852060317993,8.216174125671387",Natural Language Processing
"4.248755931854248,9.10377025604248",Natural Language Processing
"8.030282974243164,8.46590805053711",Natural Language Processing
"-2.5196313858032227,8.73952865600586",Natural Language Processing
"-0.8098500370979309,6.0582685470581055",Natural Language Processing
"-0.6920854449272156,6.816856384277344",Natural Language Processing
"0.20954780280590057,6.5117597579956055",Natural Language Processing
"1.3953145742416382,7.819093227386475",Natural Language Processing
"8.788823127746582,12.135744094848633",Natural Language Processing
"4.706576347351074,9.429219245910645",Natural Language Processing
"8.926721572875977,8.576950073242188",Natural Language Processing
"1.3412591218948364,7.75779914855957",Natural Language Processing
"2.383133888244629,8.417839050292969",Natural Language Processing
"-0.7780942916870117,6.965472221374512",Natural Language Processing
"-2.192213535308838,11.832552909851074",Natural Language Processing
"6.384828090667725,8.771718978881836",Natural Language Processing
"0.8298025131225586,5.283259391784668",Natural Language Processing
"-0.8739724159240723,9.11024284362793",Natural Language Processing
"3.222391128540039,11.032910346984863",Natural Language Processing
"6.91273307800293,9.529919624328613",Natural Language Processing
"5.681379318237305,7.592051982879639",Natural Language Processing
"7.784670352935791,9.859394073486328",Natural Language Processing
"6.032248020172119,7.179798126220703",Natural Language Processing
"5.2050676345825195,11.59762954711914",Natural Language Processing
"-0.5929456353187561,9.097460746765137",Natural Language Processing
"-1.76283860206604,11.209633827209473",Natural Language Processing
"3.0139000415802,9.822502136230469",Natural Language Processing
"5.854564189910889,6.672952175140381",Natural Language Processing
"7.099647521972656,9.647782325744629",Natural Language Processing
"3.6241421699523926,9.719744682312012",Natural Language Processing
"4.405250549316406,13.147390365600586",Natural Language Processing
"-0.8838469982147217,6.841039180755615",Natural Language Processing
"-2.0927364826202393,6.041786193847656",Natural Language Processing
"0.9059597253799438,7.713746070861816",Natural Language Processing
"-2.4367620944976807,10.95519733428955",Natural Language Processing
"2.4124794006347656,10.044508934020996",Natural Language Processing
"2.2838683128356934,7.108644962310791",Natural Language Processing
"6.705061912536621,11.748244285583496",Natural Language Processing
"0.33826038241386414,11.19764518737793",Natural Language Processing
"6.320950508117676,12.166691780090332",Natural Language Processing
"0.08887796103954315,8.533964157104492",Natural Language Processing
"2.519852638244629,10.273072242736816",Natural Language Processing
"6.264310836791992,5.482762813568115",Natural Language Processing
"2.3381006717681885,5.886707782745361",Natural Language Processing
"0.2086026817560196,6.265242576599121",Large Language Models
"1.7125122547149658,10.181122779846191",Large Language Models
"-0.10051564872264862,4.571538925170898",Large Language Models
"8.021718978881836,8.462882041931152",Large Language Models
"6.145850658416748,13.141645431518555",Large Language Models
"4.842752456665039,7.823907852172852",Large Language Models
"-2.503511428833008,10.565414428710938",Large Language Models
"0.19451750814914703,8.293354034423828",Large Language Models
"7.357677459716797,9.201778411865234",Large Language Models
"0.6328011155128479,8.108017921447754",Large Language Models
"0.00028928404208272696,6.303206443786621",Large Language Models
"6.686234951019287,7.7855634689331055",Large Language Models
"-1.5779976844787598,5.665889739990234",Large Language Models
"6.511037826538086,9.868496894836426",Large Language Models
"7.792547225952148,13.347814559936523",Large Language Models
"1.8120766878128052,13.477617263793945",Large Language Models
"-2.738837718963623,10.761099815368652",Large Language Models
"4.537408351898193,11.835686683654785",Large Language Models
"5.343922138214111,4.880966663360596",Large Language Models
"6.193662166595459,7.867344379425049",Large Language Models
"2.8580636978149414,10.439353942871094",Large Language Models
"2.093069076538086,5.973904609680176",Large Language Models
"0.005389297381043434,6.796668529510498",Large Language Models
"7.198940277099609,12.29559326171875",Large Language Models
"2.2982113361358643,8.258757591247559",Large Language Models
"0.7751944065093994,8.032580375671387",Large Language Models
"5.590326309204102,6.99863862991333",Large Language Models
"0.9762151837348938,7.766729354858398",Large Language Models
"7.459175109863281,11.998908996582031",Large Language Models
"-1.5012166500091553,7.6751933097839355",Large Language Models
"-0.844611644744873,7.77311372756958",Large Language Models
"3.524925708770752,6.212860107421875",Large Language Models
"-2.2290446758270264,11.183503150939941",Large Language Models
"6.138763427734375,6.800076007843018",Large Language Models
"3.2593023777008057,4.91777229309082",Large Language Models
"-2.5268657207489014,10.664989471435547",Large Language Models
"3.534964084625244,13.78105640411377",Large Language Models
"3.5100257396698,6.745315074920654",Large Language Models
"6.029257297515869,4.7015156745910645",Large Language Models
"0.4728517234325409,7.444879531860352",Large Language Models
"3.2271127700805664,7.933697700500488",Large Language Models
"4.915855407714844,7.4134697914123535",Large Language Models
"3.6877059936523438,10.875006675720215",Large Language Models
"1.8621304035186768,13.42766284942627",Large Language Models
"5.247440814971924,4.891574859619141",Large Language Models
"-3.0413742065429688,5.440329551696777",Large Language Models
"1.9908685684204102,9.613960266113281",Large Language Models
"3.235445499420166,7.3554768562316895",Large Language Models
"6.405216217041016,10.607948303222656",Large Language Models
"-1.9043246507644653,6.382283687591553",Large Language Models
"8.200789451599121,7.885655879974365",Large Language Models
"4.108774185180664,8.327621459960938",Large Language Models
"-1.2816933393478394,5.722273349761963",Large Language Models
"0.8612906336784363,7.824385643005371",Large Language Models
"-0.37134289741516113,5.736566543579102",Large Language Models
"4.68148136138916,7.086103916168213",Large Language Models
"5.7243123054504395,4.647671222686768",Large Language Models
"-0.024436429142951965,8.597990989685059",Large Language Models
"3.2383346557617188,10.526232719421387",Large Language Models
"5.41063117980957,6.600252628326416",Large Language Models
"3.5429325103759766,7.587351322174072",Large Language Models
"2.2927730083465576,8.91008186340332",Large Language Models
"0.01184474490582943,5.390116214752197",Large Language Models
"0.384532630443573,9.369063377380371",Large Language Models
"-2.172330379486084,11.841957092285156",Large Language Models
"6.129245281219482,9.70474624633789",Large Language Models
"5.47550106048584,4.139214992523193",Large Language Models
"0.31632789969444275,7.677246570587158",Large Language Models
"1.0652328729629517,7.535298824310303",Large Language Models
"4.555274486541748,5.032712936401367",Large Language Models
"2.77416729927063,13.140254974365234",Large Language Models
"5.743890762329102,8.242144584655762",Large Language Models
"8.054452896118164,7.990439414978027",Large Language Models
"0.8147515058517456,7.964160442352295",Large Language Models
"1.304180383682251,8.918837547302246",Large Language Models
"8.477181434631348,6.4699931144714355",Artificial Intelligence Applications and Implications
"6.900899887084961,12.321571350097656",Artificial Intelligence Applications and Implications
"8.2825927734375,5.992288112640381",Artificial Intelligence Applications and Implications
"6.394102573394775,6.820113658905029",Artificial Intelligence Applications and Implications
"0.6621711850166321,10.18281078338623",Artificial Intelligence Applications and Implications
"7.254363536834717,7.939696788787842",Artificial Intelligence Applications and Implications
"3.1821582317352295,13.297957420349121",Artificial Intelligence Applications and Implications
"-0.717557430267334,6.2393107414245605",Artificial Intelligence Applications and Implications
"4.792695999145508,7.962125301361084",Artificial Intelligence Applications and Implications
"2.450127124786377,10.046411514282227",Artificial Intelligence Applications and Implications
"-0.24323083460330963,10.300135612487793",Artificial Intelligence Applications and Implications
"1.6837153434753418,6.004922389984131",Artificial Intelligence Applications and Implications
"-2.098780632019043,9.216744422912598",Artificial Intelligence Applications and Implications
"7.776082992553711,9.642477989196777",Artificial Intelligence Applications and Implications
"8.630965232849121,12.593734741210938",Artificial Intelligence Applications and Implications
"5.024386882781982,9.916685104370117",Artificial Intelligence Applications and Implications
"-0.8066724538803101,7.5971269607543945",Artificial Intelligence Applications and Implications
"3.676600456237793,6.085198402404785",Artificial Intelligence Applications and Implications
"4.055624008178711,12.838699340820312",Artificial Intelligence Applications and Implications
"7.040913105010986,9.630470275878906",Artificial Intelligence Applications and Implications
"6.1592841148376465,4.772533416748047",Artificial Intelligence Applications and Implications
"5.993406772613525,12.489660263061523",Artificial Intelligence Applications and Implications
"0.15093572437763214,8.432402610778809",Artificial Intelligence Applications and Implications
"8.298552513122559,11.40441608428955",Artificial Intelligence Applications and Implications
"-0.04217790067195892,7.927464008331299",Artificial Intelligence Applications and Implications
"3.022806406021118,9.739053726196289",Artificial Intelligence Applications and Implications
"5.627655029296875,4.025829792022705",Artificial Intelligence Applications and Implications
"6.821717262268066,13.436914443969727",Artificial Intelligence Applications and Implications
"5.439615249633789,7.1816086769104",Artificial Intelligence Applications and Implications
"1.04080069065094,12.105142593383789",Artificial Intelligence Applications and Implications
"6.753073215484619,13.476490020751953",Artificial Intelligence Applications and Implications
"3.448230028152466,10.839349746704102",Artificial Intelligence Applications and Implications
"7.518169403076172,13.053686141967773",Artificial Intelligence Applications and Implications
"3.926692008972168,5.146076679229736",Artificial Intelligence Applications and Implications
"8.124037742614746,8.114492416381836",Artificial Intelligence Applications and Implications
"0.5232489705085754,5.582398414611816",Artificial Intelligence Applications and Implications
"0.8861703872680664,6.840904712677002",Artificial Intelligence Applications and Implications
"5.822925090789795,5.009887218475342",Artificial Intelligence Applications and Implications
"1.8057260513305664,13.391647338867188",Artificial Intelligence Applications and Implications
"2.4691193103790283,5.6162943840026855",Artificial Intelligence Applications and Implications
"-0.44730716943740845,6.091720104217529",Artificial Intelligence Applications and Implications
"3.0000553131103516,6.047356128692627",Artificial Intelligence Applications and Implications
"7.622673988342285,12.686437606811523",Environmental Modeling and Prediction using Advanced Computing and AI
"7.675395488739014,12.836541175842285",Environmental Modeling and Prediction using Advanced Computing and AI
"8.267461776733398,6.065390586853027",Environmental Modeling and Prediction using Advanced Computing and AI
"2.7683017253875732,13.724794387817383",Environmental Modeling and Prediction using Advanced Computing and AI
"0.012028276920318604,5.699543476104736",Environmental Modeling and Prediction using Advanced Computing and AI
"2.289562702178955,11.62895393371582",Environmental Modeling and Prediction using Advanced Computing and AI
"-0.8794889450073242,8.25100040435791",Environmental Modeling and Prediction using Advanced Computing and AI
"5.651148319244385,12.69699478149414",Environmental Modeling and Prediction using Advanced Computing and AI
"-0.7913482189178467,8.608846664428711",Environmental Modeling and Prediction using Advanced Computing and AI
"-2.9267354011535645,5.411404609680176",Environmental Modeling and Prediction using Advanced Computing and AI
"6.405200481414795,5.854757308959961",Environmental Modeling and Prediction using Advanced Computing and AI
"6.950493812561035,8.6399507522583",Environmental Modeling and Prediction using Advanced Computing and AI
"6.315740585327148,5.580680847167969",Environmental Modeling and Prediction using Advanced Computing and AI
"0.21676567196846008,6.217288017272949",Environmental Modeling and Prediction using Advanced Computing and AI
"7.473985195159912,9.6893949508667",Environmental Modeling and Prediction using Advanced Computing and AI
"1.8188718557357788,13.532315254211426",Environmental Modeling and Prediction using Advanced Computing and AI
"4.575761795043945,7.665083885192871",Environmental Modeling and Prediction using Advanced Computing and AI
"3.2521893978118896,10.961130142211914",Environmental Modeling and Prediction using Advanced Computing and AI
"-2.882563352584839,8.415493965148926",Environmental Modeling and Prediction using Advanced Computing and AI
"-0.9025174379348755,9.000415802001953",Environmental Modeling and Prediction using Advanced Computing and AI
"5.7942795753479,12.773137092590332",Environmental Modeling and Prediction using Advanced Computing and AI
"2.150383710861206,10.031417846679688",Environmental Modeling and Prediction using Advanced Computing and AI
"7.334522724151611,10.112398147583008",Environmental Modeling and Prediction using Advanced Computing and AI
"-2.741278648376465,8.370779991149902",Environmental Modeling and Prediction using Advanced Computing and AI
"7.840694904327393,13.199810981750488",Environmental Modeling and Prediction using Advanced Computing and AI
"5.902508735656738,5.0994648933410645",Environmental Modeling and Prediction using Advanced Computing and AI
"7.028902053833008,8.71932601928711",Environmental Modeling and Prediction using Advanced Computing and AI
"1.7682074308395386,13.216303825378418",Environmental Modeling and Prediction using Advanced Computing and AI
"-2.498350143432617,10.887880325317383",Environmental Modeling and Prediction using Advanced Computing and AI
"1.5471272468566895,11.037969589233398",Environmental Modeling and Prediction using Advanced Computing and AI
"4.1261491775512695,5.027383327484131",Environmental Modeling and Prediction using Advanced Computing and AI
"6.950841903686523,13.54883098602295",Environmental Modeling and Prediction using Advanced Computing and AI
"6.507488250732422,7.655375003814697",Environmental Modeling and Prediction using Advanced Computing and AI
"6.732326984405518,5.211430072784424",Environmental Modeling and Prediction using Advanced Computing and AI
"6.5443596839904785,13.067961692810059",Environmental Modeling and Prediction using Advanced Computing and AI
"0.2858985364437103,7.148637294769287",Environmental Modeling and Prediction using Advanced Computing and AI
"-2.538517713546753,10.691584587097168",Environmental Modeling and Prediction using Advanced Computing and AI
"5.991299629211426,10.584081649780273",Environmental Modeling and Prediction using Advanced Computing and AI
"7.879706382751465,5.696602821350098",Environmental Modeling and Prediction using Advanced Computing and AI
"1.5810517072677612,11.210775375366211",Environmental Modeling and Prediction using Advanced Computing and AI
"7.49989652633667,7.819699287414551",Environmental Modeling and Prediction using Advanced Computing and AI
"7.3268280029296875,12.202627182006836",Environmental Modeling and Prediction using Advanced Computing and AI
"5.827622413635254,4.703512668609619",Environmental Modeling and Prediction using Advanced Computing and AI
"6.518723964691162,10.351198196411133",Environmental Modeling and Prediction using Advanced Computing and AI
"-1.6094155311584473,6.751463890075684",Environmental Modeling and Prediction using Advanced Computing and AI
"7.367453098297119,9.203951835632324",Environmental Modeling and Prediction using Advanced Computing and AI
"0.1630798876285553,7.227665424346924",Environmental Modeling and Prediction using Advanced Computing and AI
"5.569581031799316,10.769376754760742",Environmental Modeling and Prediction using Advanced Computing and AI
"-1.914902925491333,7.418564796447754",Environmental Modeling and Prediction using Advanced Computing and AI
"6.280935764312744,12.80781078338623",Environmental Modeling and Prediction using Advanced Computing and AI
"0.7116920948028564,9.238434791564941",Environmental Modeling and Prediction using Advanced Computing and AI
"4.580198287963867,6.764781951904297",Environmental Modeling and Prediction using Advanced Computing and AI
"7.433000564575195,8.106192588806152",Environmental Modeling and Prediction using Advanced Computing and AI
"7.062592029571533,9.610302925109863",Environmental Modeling and Prediction using Advanced Computing and AI
"5.083983421325684,7.280388832092285",Environmental Modeling and Prediction using Advanced Computing and AI
"2.9040377140045166,4.816115856170654",Environmental Modeling and Prediction using Advanced Computing and AI
"0.08592095226049423,5.97499418258667",Environmental Modeling and Prediction using Advanced Computing and AI
"0.18743480741977692,5.9795966148376465",Environmental Modeling and Prediction using Advanced Computing and AI
"-2.0095176696777344,8.635641098022461",Environmental Modeling and Prediction using Advanced Computing and AI
"3.7210919857025146,8.14786434173584",Environmental Modeling and Prediction using Advanced Computing and AI
"1.7550771236419678,11.976950645446777",Environmental Modeling and Prediction using Advanced Computing and AI
"3.7234437465667725,8.951921463012695",Environmental Modeling and Prediction using Advanced Computing and AI
"-0.43989092111587524,6.537622451782227",Environmental Modeling and Prediction using Advanced Computing and AI
"4.152774810791016,6.779709815979004",Environmental Modeling and Prediction using Advanced Computing and AI
"8.91115665435791,12.138564109802246",Environmental Modeling and Prediction using Advanced Computing and AI
"7.627027988433838,8.054133415222168",Environmental Modeling and Prediction using Advanced Computing and AI
"7.118651390075684,12.955785751342773",Environmental Modeling and Prediction using Advanced Computing and AI
"6.185066223144531,6.817388534545898",Environmental Modeling and Prediction using Advanced Computing and AI
"-0.05827485769987106,7.35373067855835",Environmental Modeling and Prediction using Advanced Computing and AI
"7.051028251647949,9.621987342834473",Environmental Modeling and Prediction using Advanced Computing and AI
"4.109091758728027,10.98917007446289",Environmental Modeling and Prediction using Advanced Computing and AI
"2.8094964027404785,9.97636890411377",Environmental Modeling and Prediction using Advanced Computing and AI
"4.571869850158691,13.115843772888184",Environmental Modeling and Prediction using Advanced Computing and AI
"1.483999252319336,4.788088321685791",Environmental Modeling and Prediction using Advanced Computing and AI
"0.34232446551322937,7.461989402770996",Environmental Modeling and Prediction using Advanced Computing and AI
"0.3609009385108948,7.161563873291016",Environmental Modeling and Prediction using Advanced Computing and AI
"6.509897232055664,7.713814735412598",Environmental Modeling and Prediction using Advanced Computing and AI
"-1.8561631441116333,9.080155372619629",Environmental Modeling and Prediction using Advanced Computing and AI
"8.81467056274414,12.284174919128418",Environmental Modeling and Prediction using Advanced Computing and AI
"3.1854007244110107,8.930031776428223",Environmental Modeling and Prediction using Advanced Computing and AI
"7.586886882781982,12.483585357666016",Environmental Modeling and Prediction using Advanced Computing and AI
