Coordinates,Label
"-0.4278050661087036,8.681472778320312",Machine Learning and Intelligent Systems
"-0.18589569628238678,8.549018859863281",Machine Learning and Intelligent Systems
"0.2203570157289505,11.069952011108398",Machine Learning and Intelligent Systems
"4.953652858734131,8.79540729522705",Machine Learning and Intelligent Systems
"-1.5034774541854858,9.015998840332031",Machine Learning and Intelligent Systems
"8.542057037353516,6.623726844787598",Machine Learning and Intelligent Systems
"1.2349026203155518,11.374610900878906",Machine Learning and Intelligent Systems
"1.9393131732940674,11.887866020202637",Machine Learning and Intelligent Systems
"-0.22727523744106293,10.501481056213379",Machine Learning and Intelligent Systems
"0.0855163037776947,8.377833366394043",Machine Learning and Intelligent Systems
"-1.3199297189712524,6.3388872146606445",Machine Learning and Intelligent Systems
"2.4121153354644775,4.327911376953125",Machine Learning and Intelligent Systems
"8.220909118652344,7.905097961425781",Machine Learning and Intelligent Systems
"-0.14240729808807373,5.967019557952881",Machine Learning and Intelligent Systems
"8.29348087310791,8.202978134155273",Machine Learning and Intelligent Systems
"-0.40625226497650146,8.526941299438477",Machine Learning and Intelligent Systems
"-0.37570616602897644,5.835629940032959",Machine Learning and Intelligent Systems
"8.832923889160156,8.860921859741211",Machine Learning and Intelligent Systems
"0.5084360837936401,6.774332523345947",Machine Learning and Intelligent Systems
"-1.9312183856964111,6.236550807952881",Machine Learning and Intelligent Systems
"1.501858115196228,7.158506870269775",Machine Learning and Intelligent Systems
"0.9054715633392334,4.340726852416992",Machine Learning and Intelligent Systems
"7.446543216705322,12.513604164123535",Machine Learning and Intelligent Systems
"-2.0866806507110596,7.610819339752197",Machine Learning and Intelligent Systems
"-0.12513241171836853,7.229593276977539",Machine Learning and Intelligent Systems
"6.695260047912598,11.216561317443848",Machine Learning and Intelligent Systems
"0.2737104594707489,8.538541793823242",Machine Learning and Intelligent Systems
"4.565539360046387,9.198984146118164",Machine Learning and Intelligent Systems
"8.894613265991211,8.0598726272583",Machine Learning and Intelligent Systems
"2.0224852561950684,7.118557929992676",Machine Learning and Intelligent Systems
"2.96738338470459,7.769475936889648",Machine Learning and Intelligent Systems
"2.7665176391601562,4.772650718688965",Machine Learning and Intelligent Systems
"0.48799318075180054,13.468788146972656",Predictive Modeling and Forecasting
"5.321929931640625,8.848642349243164",Predictive Modeling and Forecasting
"2.350003242492676,7.356431484222412",Predictive Modeling and Forecasting
"-0.006841091904789209,6.743838787078857",Predictive Modeling and Forecasting
"6.120176792144775,4.950047969818115",Predictive Modeling and Forecasting
"2.754537582397461,10.834498405456543",Predictive Modeling and Forecasting
"1.2982958555221558,8.23798656463623",Predictive Modeling and Forecasting
"6.1962056159973145,11.452966690063477",Predictive Modeling and Forecasting
"7.736931324005127,12.500238418579102",Predictive Modeling and Forecasting
"6.122169017791748,10.95068645477295",Predictive Modeling and Forecasting
"4.36362886428833,5.868405818939209",Predictive Modeling and Forecasting
"2.5711581707000732,4.639953136444092",Predictive Modeling and Forecasting
"0.3156391978263855,8.67321491241455",Predictive Modeling and Forecasting
"-2.1766855716705322,11.387319564819336",Predictive Modeling and Forecasting
"0.458883672952652,6.54378604888916",Predictive Modeling and Forecasting
"5.663092613220215,4.024338245391846",Predictive Modeling and Forecasting
"-2.5265448093414307,7.721585273742676",Predictive Modeling and Forecasting
"8.233769416809082,7.259349346160889",Predictive Modeling and Forecasting
"8.753392219543457,8.857975006103516",Predictive Modeling and Forecasting
"2.2480366230010986,9.872692108154297",Predictive Modeling and Forecasting
"3.625164031982422,6.14046049118042",Predictive Modeling and Forecasting
"8.118915557861328,7.983555793762207",Predictive Modeling and Forecasting
"7.396948337554932,13.04061508178711",Predictive Modeling and Forecasting
"-2.31040096282959,11.234447479248047",Predictive Modeling and Forecasting
"-0.41271793842315674,7.022129058837891",Predictive Modeling and Forecasting
"-0.4798298478126526,6.615078926086426",Predictive Modeling and Forecasting
"3.4318299293518066,6.261434078216553",Predictive Modeling and Forecasting
"5.929007530212402,12.816461563110352",Predictive Modeling and Forecasting
"7.1901774406433105,12.122026443481445",Predictive Modeling and Forecasting
"2.169562339782715,12.855141639709473",Predictive Modeling and Forecasting
"0.14349175989627838,6.097322940826416",Predictive Modeling and Forecasting
"8.141568183898926,8.094608306884766",Predictive Modeling and Forecasting
"6.226449966430664,6.978414058685303",Predictive Modeling and Forecasting
"0.7350793480873108,5.20318603515625",Predictive Modeling and Forecasting
"6.427685737609863,7.937358856201172",Predictive Modeling and Forecasting
"3.0531790256500244,8.380112648010254",Predictive Modeling and Forecasting
"7.750436305999756,13.47202205657959",Predictive Modeling and Forecasting
"0.4330956041812897,5.519733905792236",Predictive Modeling and Forecasting
"5.051418304443359,9.53630542755127",Predictive Modeling and Forecasting
"5.881577491760254,4.613275527954102",Predictive Modeling and Forecasting
"3.196376323699951,13.891589164733887",Predictive Modeling and Forecasting
"-2.8032238483428955,8.315802574157715",Predictive Modeling and Forecasting
"7.527186393737793,10.368276596069336",Predictive Modeling and Forecasting
"2.1319050788879395,6.5729660987854",Predictive Modeling and Forecasting
"-0.8201528787612915,6.798879623413086",Predictive Modeling and Forecasting
"2.5711898803710938,4.837562084197998",Predictive Modeling and Forecasting
"5.037322044372559,11.748136520385742",Predictive Modeling and Forecasting
"0.20341289043426514,6.268990993499756",Predictive Modeling and Forecasting
"-1.8107017278671265,8.998641014099121",Predictive Modeling and Forecasting
"-1.8912220001220703,5.82658052444458",Predictive Modeling and Forecasting
"4.412163734436035,8.972432136535645",Predictive Modeling and Forecasting
"0.6716631650924683,6.280409812927246",Predictive Modeling and Forecasting
"8.60137939453125,11.629447937011719",Predictive Modeling and Forecasting
"-0.19769679009914398,7.163239002227783",Predictive Modeling and Forecasting
"-1.993233323097229,6.929866313934326",Predictive Modeling and Forecasting
"7.7893524169921875,13.380825996398926",Predictive Modeling and Forecasting
"1.957634687423706,13.031824111938477",Predictive Modeling and Forecasting
"0.04465396702289581,8.998934745788574",Predictive Modeling and Forecasting
"-1.3084604740142822,6.6165924072265625",Predictive Modeling and Forecasting
"1.3502707481384277,8.283571243286133",Predictive Modeling and Forecasting
"4.122953414916992,12.704710960388184",Predictive Modeling and Forecasting
"6.664044380187988,10.38101863861084",Predictive Modeling and Forecasting
"-0.44599881768226624,6.267407417297363",Predictive Modeling and Forecasting
"-1.9545975923538208,6.8430938720703125",Predictive Modeling and Forecasting
"2.963153123855591,9.510664939880371",Predictive Modeling and Forecasting
"6.794073104858398,8.702887535095215",Predictive Modeling and Forecasting
"0.5906581878662109,9.923589706420898",Predictive Modeling and Forecasting
"-0.029951894655823708,8.47673225402832",Predictive Modeling and Forecasting
"3.6064329147338867,6.251829624176025",Predictive Modeling and Forecasting
"6.771166801452637,8.728413581848145",Predictive Modeling and Forecasting
"1.6299958229064941,11.96576976776123",Predictive Modeling and Forecasting
"6.576985836029053,9.721238136291504",Predictive Modeling and Forecasting
"4.428867816925049,10.211304664611816",Predictive Modeling and Forecasting
"-1.6431199312210083,11.328487396240234",Predictive Modeling and Forecasting
"5.791927814483643,6.671344757080078",Predictive Modeling and Forecasting
"-1.6918745040893555,8.127113342285156",Predictive Modeling and Forecasting
"-2.5367610454559326,10.756914138793945",Predictive Modeling and Forecasting
"2.5107431411743164,4.831423282623291",Predictive Modeling and Forecasting
"-2.9999794960021973,6.370294570922852",Predictive Modeling and Forecasting
"-0.4661395847797394,5.69003963470459",Predictive Modeling and Forecasting
"5.6509599685668945,8.076082229614258",Predictive Modeling and Forecasting
"4.022517681121826,7.73641300201416",Predictive Modeling and Forecasting
"7.527395725250244,12.480738639831543",Predictive Modeling and Forecasting
"7.387358665466309,7.043686866760254",Predictive Modeling and Forecasting
"7.189930438995361,12.903371810913086",Predictive Modeling and Forecasting
"6.534984111785889,7.097889423370361",Particle Physics and Accelerator Technologies
"-1.1449867486953735,4.6283369064331055",Particle Physics and Accelerator Technologies
"-0.2215585559606552,5.221492290496826",Particle Physics and Accelerator Technologies
"0.5276370048522949,7.035826683044434",Particle Physics and Accelerator Technologies
"7.008791446685791,9.579825401306152",Particle Physics and Accelerator Technologies
"4.106013774871826,13.053632736206055",Particle Physics and Accelerator Technologies
"10.016051292419434,6.227071285247803",Particle Physics and Accelerator Technologies
"4.111654281616211,6.885427951812744",Particle Physics and Accelerator Technologies
"9.004663467407227,12.234819412231445",Particle Physics and Accelerator Technologies
"-3.02630877494812,6.441044807434082",Particle Physics and Accelerator Technologies
"8.32783317565918,5.841914653778076",Particle Physics and Accelerator Technologies
"4.07424783706665,8.017302513122559",Particle Physics and Accelerator Technologies
"1.119702696800232,12.059086799621582",Particle Physics and Accelerator Technologies
"7.82811975479126,9.424535751342773",Particle Physics and Accelerator Technologies
"3.6287035942077637,6.163900852203369",Particle Physics and Accelerator Technologies
"6.606966018676758,8.060686111450195",Particle Physics and Accelerator Technologies
"2.2427525520324707,9.544790267944336",Particle Physics and Accelerator Technologies
"6.442106246948242,9.961132049560547",Particle Physics and Accelerator Technologies
"-0.7960531711578369,5.035898208618164",Particle Physics and Accelerator Technologies
"2.2049858570098877,5.807316780090332",Particle Physics and Accelerator Technologies
"4.451727390289307,10.526901245117188",Particle Physics and Accelerator Technologies
"3.023747682571411,8.016610145568848",Particle Physics and Accelerator Technologies
"-1.8533936738967896,8.75252628326416",Particle Physics and Accelerator Technologies
"0.5052044987678528,10.838994026184082",Particle Physics and Accelerator Technologies
"-1.5770701169967651,6.72567892074585",Particle Physics and Accelerator Technologies
"2.368028402328491,9.71946907043457",Particle Physics and Accelerator Technologies
"4.220166206359863,12.363505363464355",Particle Physics and Accelerator Technologies
"2.644080877304077,10.508408546447754",Particle Physics and Accelerator Technologies
"5.472501277923584,4.078961372375488",Particle Physics and Accelerator Technologies
"5.494043350219727,7.74555778503418",Particle Physics and Accelerator Technologies
"6.850961685180664,9.046096801757812",Particle Physics and Accelerator Technologies
"-1.8725619316101074,9.113825798034668",Particle Physics and Accelerator Technologies
"-0.6154215931892395,6.728060245513916",Particle Physics and Accelerator Technologies
"2.763164520263672,13.383331298828125",Particle Physics and Accelerator Technologies
"0.44182372093200684,7.9126129150390625",Particle Physics and Accelerator Technologies
"0.8833393454551697,12.253082275390625",Particle Physics and Accelerator Technologies
"-2.1184067726135254,10.410733222961426",Particle Physics and Accelerator Technologies
"2.3508121967315674,8.417309761047363",Particle Physics and Accelerator Technologies
"3.7116518020629883,11.77258586883545",Particle Physics and Accelerator Technologies
"5.236520290374756,11.82715129852295",Particle Physics and Accelerator Technologies
"-1.773044466972351,6.401241779327393",Particle Physics and Accelerator Technologies
"0.7449771165847778,6.969638347625732",Particle Physics and Accelerator Technologies
"5.550694465637207,8.025466918945312",Particle Physics and Accelerator Technologies
"5.742979526519775,11.667649269104004",Particle Physics and Accelerator Technologies
"3.960632085800171,13.79662799835205",Particle Physics and Accelerator Technologies
"0.5046593546867371,5.648464202880859",Particle Physics and Accelerator Technologies
"-0.07628530263900757,5.8294997215271",Particle Physics and Accelerator Technologies
"-1.7561894655227661,6.381528377532959",Particle Physics and Accelerator Technologies
"6.1756696701049805,6.855780601501465",Particle Physics and Accelerator Technologies
"0.08044888079166412,5.997579097747803",Particle Physics and Accelerator Technologies
"-1.2533456087112427,5.470648765563965",Particle Physics and Accelerator Technologies
"1.8903226852416992,7.123568534851074",Particle Physics and Accelerator Technologies
"4.214106559753418,8.135727882385254",Particle Physics and Accelerator Technologies
"3.6162571907043457,9.721904754638672",Particle Physics and Accelerator Technologies
"6.937126159667969,13.338762283325195",Particle Physics and Accelerator Technologies
"2.054547071456909,9.586690902709961",Particle Physics and Accelerator Technologies
"-0.26915377378463745,6.3010663986206055",Particle Physics and Accelerator Technologies
"2.325267791748047,4.625128269195557",Particle Physics and Accelerator Technologies
"3.2611875534057617,13.829459190368652",Particle Physics and Accelerator Technologies
"6.741107940673828,5.611508846282959",Particle Physics and Accelerator Technologies
"1.8065682649612427,12.95740795135498",Particle Physics and Accelerator Technologies
"-2.094503402709961,9.638978958129883",Particle Physics and Accelerator Technologies
"1.0904955863952637,5.113177299499512",Particle Physics and Accelerator Technologies
"1.4156826734542847,8.14758586883545",Particle Physics and Accelerator Technologies
"8.868265151977539,11.813614845275879",Particle Physics and Accelerator Technologies
"-0.5706839561462402,6.2682204246521",Particle Physics and Accelerator Technologies
"7.9581427574157715,13.22535228729248",Particle Physics and Accelerator Technologies
"1.2962486743927002,5.15065336227417",Particle Physics and Accelerator Technologies
"3.473954677581787,13.743484497070312",Particle Physics and Accelerator Technologies
"-1.6531314849853516,9.968036651611328",Particle Physics and Accelerator Technologies
"2.6466944217681885,9.90714168548584",Particle Physics and Accelerator Technologies
"6.093878746032715,7.271462917327881",Particle Physics and Accelerator Technologies
"4.689355373382568,6.631035327911377",Particle Physics and Accelerator Technologies
"5.612392902374268,4.666881561279297",Particle Physics and Accelerator Technologies
"0.1881714165210724,9.178692817687988",Particle Physics and Accelerator Technologies
"3.1483898162841797,10.597563743591309",Particle Physics and Accelerator Technologies
"-1.1063061952590942,6.9617085456848145",Particle Physics and Accelerator Technologies
"0.28703179955482483,8.498122215270996",Particle Physics and Accelerator Technologies
"1.5516186952590942,7.8434343338012695",Particle Physics and Accelerator Technologies
"6.759891510009766,9.491110801696777",Particle Physics and Accelerator Technologies
"-1.9743573665618896,6.435837745666504",Particle Physics and Accelerator Technologies
"8.294594764709473,5.921028137207031",Particle Physics and Accelerator Technologies
"2.3664486408233643,7.8739013671875",Particle Physics and Accelerator Technologies
"7.172255516052246,13.039392471313477",Particle Physics and Accelerator Technologies
"-1.2971179485321045,5.261549472808838",Particle Physics and Accelerator Technologies
"3.5410358905792236,13.860821723937988",Particle Physics and Accelerator Technologies
"0.3229212462902069,12.284330368041992",Particle Physics and Accelerator Technologies
"10.029886245727539,6.18894624710083",Particle Physics and Accelerator Technologies
"0.9076326489448547,6.279845714569092",Particle Physics and Accelerator Technologies
"0.07351913303136826,11.0081205368042",Particle Physics and Accelerator Technologies
"-0.7796724438667297,5.145504474639893",Particle Physics and Accelerator Technologies
"8.185073852539062,7.932089328765869",Particle Physics and Accelerator Technologies
"0.4933807849884033,5.6839728355407715",Particle Physics and Accelerator Technologies
"5.583667755126953,4.580328464508057",Particle Physics and Accelerator Technologies
"5.6194539070129395,5.083938121795654",Particle Physics and Accelerator Technologies
"8.779364585876465,7.969261169433594",Particle Physics and Accelerator Technologies
"-0.08272311091423035,11.109620094299316",Particle Physics and Accelerator Technologies
"8.056085586547852,6.012906074523926",Particle Physics and Accelerator Technologies
"2.6036510467529297,5.548638343811035",Particle Physics and Accelerator Technologies
"-0.37797996401786804,5.752221584320068",Particle Physics and Accelerator Technologies
"-0.5616538524627686,5.367074012756348",Particle Physics and Accelerator Technologies
"9.992886543273926,6.109416961669922",Particle Physics and Accelerator Technologies
"3.7394871711730957,8.956859588623047",Particle Physics and Accelerator Technologies
"-0.2215113639831543,7.097719192504883",Particle Physics and Accelerator Technologies
"3.0796821117401123,7.459347248077393",Particle Physics and Accelerator Technologies
"0.890407383441925,7.6048970222473145",Particle Physics and Accelerator Technologies
"-0.9943878650665283,5.169830799102783",Particle Physics and Accelerator Technologies
"2.2263593673706055,7.1206374168396",Particle Physics and Accelerator Technologies
"2.1193923950195312,9.730504035949707",Particle Physics and Accelerator Technologies
"-2.1847681999206543,7.024261474609375",Particle Physics and Accelerator Technologies
"-2.3638722896575928,6.922861576080322",Particle Physics and Accelerator Technologies
"6.134019374847412,4.807327747344971",Particle Physics and Accelerator Technologies
"0.13489776849746704,7.125965118408203",Particle Physics and Accelerator Technologies
"-0.9911850094795227,4.624073505401611",Particle Physics and Accelerator Technologies
"7.36199426651001,13.529245376586914",Particle Physics and Accelerator Technologies
"8.22756576538086,5.829037189483643",Particle Physics and Accelerator Technologies
"-1.0217859745025635,7.742748737335205",Particle Physics and Accelerator Technologies
"-0.16446520388126373,4.473773002624512",Particle Physics and Accelerator Technologies
"0.6134068369865417,5.449594497680664",Particle Physics and Accelerator Technologies
"5.276089191436768,7.943943977355957",Particle Physics and Accelerator Technologies
"0.2626265585422516,6.657952785491943",Particle Physics and Accelerator Technologies
"-2.3017914295196533,10.96590805053711",Particle Physics and Accelerator Technologies
"8.02709674835205,7.899399757385254",Particle Physics and Accelerator Technologies
"8.843310356140137,12.313315391540527",Particle Physics and Accelerator Technologies
"2.502671957015991,12.29369068145752",Particle Physics and Accelerator Technologies
"1.756259799003601,13.373374938964844",Particle Physics and Accelerator Technologies
"2.619438409805298,4.814006328582764",Particle Physics and Accelerator Technologies
"8.960282325744629,8.58657455444336",Particle Physics and Accelerator Technologies
"-0.15151867270469666,4.528905868530273",Particle Physics and Accelerator Technologies
"-1.1848376989364624,6.253578186035156",Particle Physics and Accelerator Technologies
"0.36668577790260315,6.853326797485352",Particle Physics and Accelerator Technologies
"8.301390647888184,8.112326622009277",Particle Physics and Accelerator Technologies
"5.634286403656006,8.56875991821289",Particle Physics and Accelerator Technologies
"9.042319297790527,7.991875648498535",Particle Physics and Accelerator Technologies
"5.714269638061523,7.05324125289917",Particle Physics and Accelerator Technologies
"5.761943340301514,6.679779529571533",Particle Physics and Accelerator Technologies
"-0.854590654373169,5.965047836303711",Particle Physics and Accelerator Technologies
"0.13724423944950104,6.4206929206848145",Particle Physics and Accelerator Technologies
"5.827075481414795,4.8266119956970215",Particle Physics and Accelerator Technologies
"1.9986248016357422,7.195481300354004",Particle Physics and Accelerator Technologies
"-0.3779366612434387,6.844367027282715",Particle Physics and Accelerator Technologies
"3.091749668121338,10.981938362121582",Particle Physics and Accelerator Technologies
"-0.38031205534935,5.120343208312988",Particle Physics and Accelerator Technologies
"1.3145698308944702,4.8390302658081055",Particle Physics and Accelerator Technologies
"3.543549060821533,10.611734390258789",Particle Physics and Accelerator Technologies
"-1.77558171749115,5.048649787902832",Particle Physics and Accelerator Technologies
"6.961208343505859,13.544722557067871",Particle Physics and Accelerator Technologies
"0.003986237570643425,11.149229049682617",Particle Physics and Accelerator Technologies
"-2.370318651199341,10.81420612335205",Particle Physics and Accelerator Technologies
"8.889490127563477,7.919295310974121",Particle Physics and Accelerator Technologies
"-1.3550959825515747,6.676641464233398",Particle Physics and Accelerator Technologies
"6.133372783660889,13.4063720703125",Particle Physics and Accelerator Technologies
"8.80458927154541,12.237537384033203",Particle Physics and Accelerator Technologies
"-0.023342769593000412,8.849921226501465",Particle Physics and Accelerator Technologies
"8.583733558654785,11.707069396972656",Particle Physics and Accelerator Technologies
"0.5424533486366272,6.258544445037842",Particle Physics and Accelerator Technologies
"6.207798004150391,7.756624698638916",Particle Physics and Accelerator Technologies
"6.599982261657715,13.3455810546875",Particle Physics and Accelerator Technologies
"4.554323196411133,5.680305004119873",Particle Physics and Accelerator Technologies
"1.553481101989746,4.767419815063477",Particle Physics and Accelerator Technologies
"-0.8052757382392883,9.128518104553223",Particle Physics and Accelerator Technologies
"-1.866693139076233,9.067154884338379",Particle Physics and Accelerator Technologies
"-0.16054372489452362,7.292283535003662",Particle Physics and Accelerator Technologies
"-0.5784152150154114,6.739058494567871",Particle Physics and Accelerator Technologies
"2.4743213653564453,10.550888061523438",Particle Physics and Accelerator Technologies
"0.915641725063324,9.194509506225586",Particle Physics and Accelerator Technologies
"1.3833398818969727,9.750738143920898",Particle Physics and Accelerator Technologies
"8.350480079650879,6.304873943328857",Particle Physics and Accelerator Technologies
"0.8688112497329712,7.633930683135986",Particle Physics and Accelerator Technologies
"7.637841701507568,11.200250625610352",Particle Physics and Accelerator Technologies
"-1.6698205471038818,7.138288497924805",Particle Physics and Accelerator Technologies
"5.284887790679932,9.661605834960938",Particle Physics and Accelerator Technologies
"-0.8983659148216248,9.063241958618164",Particle Physics and Accelerator Technologies
"-1.4299983978271484,8.04852294921875",Particle Physics and Accelerator Technologies
"3.7658803462982178,12.3610200881958",Particle Physics and Accelerator Technologies
"-0.2934841811656952,6.13043737411499",Particle Physics and Accelerator Technologies
"4.0860066413879395,6.916096210479736",Particle Physics and Accelerator Technologies
"-1.9813319444656372,6.353089332580566",Particle Physics and Accelerator Technologies
"4.077075004577637,11.134596824645996",Particle Physics and Accelerator Technologies
"-1.613876223564148,6.617173194885254",Particle Physics and Accelerator Technologies
"2.059541940689087,9.596413612365723",Particle Physics and Accelerator Technologies
"5.964807033538818,9.801191329956055",Particle Physics and Accelerator Technologies
"7.859793663024902,9.566818237304688",Particle Physics and Accelerator Technologies
"0.21959246695041656,8.625750541687012",Particle Physics and Accelerator Technologies
"0.4041866958141327,8.885313034057617",Particle Physics and Accelerator Technologies
"6.914590358734131,13.024861335754395",Particle Physics and Accelerator Technologies
"-2.0541281700134277,9.160507202148438",Particle Physics and Accelerator Technologies
"2.7046236991882324,12.458828926086426",Intelligent Systems
"0.5280511975288391,6.244574546813965",Intelligent Systems
"5.779242038726807,7.588077545166016",Intelligent Systems
"1.8301670551300049,12.052844047546387",Intelligent Systems
"0.5238720178604126,6.235720634460449",Intelligent Systems
"0.44777753949165344,8.764246940612793",Intelligent Systems
"1.0237098932266235,8.078907012939453",Intelligent Systems
"6.811949729919434,12.333489418029785",Intelligent Systems
"8.195744514465332,5.576531887054443",Intelligent Systems
"-2.213947296142578,11.902512550354004",Intelligent Systems
"-0.7103217840194702,5.210798263549805",Intelligent Systems
"6.708497047424316,10.140717506408691",Intelligent Systems
"7.9626078605651855,7.6143879890441895",Intelligent Systems
"8.272626876831055,10.574504852294922",Intelligent Systems
"-1.0910077095031738,6.8548903465271",Intelligent Systems
"4.09171724319458,7.0519328117370605",Intelligent Systems
"8.932967185974121,12.284754753112793",Intelligent Systems
"3.5563464164733887,11.352757453918457",Intelligent Systems
"-0.46555808186531067,5.675226211547852",Intelligent Systems
"10.110466957092285,6.182342529296875",Intelligent Systems
"5.880431652069092,10.08435344696045",Intelligent Systems
"-1.7280470132827759,5.597468376159668",Intelligent Systems
"5.556371212005615,7.584305763244629",Intelligent Systems
"3.724940538406372,8.062348365783691",Intelligent Systems
"5.919437885284424,9.03242301940918",Intelligent Systems
"7.598243236541748,9.70406436920166",Intelligent Systems
"-0.10826493799686432,5.963850498199463",Intelligent Systems
"-0.7108185291290283,7.972963333129883",Intelligent Systems
"2.406484603881836,8.276041984558105",Intelligent Systems
"7.462826728820801,11.093422889709473",Intelligent Systems
"2.175546646118164,4.8045244216918945",Intelligent Systems
"2.4488039016723633,8.47900676727295",Intelligent Systems
"2.9184510707855225,5.354056358337402",Intelligent Systems
"8.019006729125977,12.414220809936523",Intelligent Systems
"8.857690811157227,11.70350456237793",Intelligent Systems
"7.31599760055542,8.040031433105469",Intelligent Systems
"-1.2367568016052246,5.867245674133301",Data Analysis and Pattern Discovery
"-1.5671567916870117,7.394009590148926",Data Analysis and Pattern Discovery
"6.4225263595581055,8.054454803466797",Data Analysis and Pattern Discovery
"8.099802017211914,8.038504600524902",Data Analysis and Pattern Discovery
"0.1911182701587677,5.7581305503845215",Data Analysis and Pattern Discovery
"0.49740877747535706,6.78465461730957",Data Analysis and Pattern Discovery
"1.8320248126983643,5.900083065032959",Data Analysis and Pattern Discovery
"8.225971221923828,5.46387243270874",Data Analysis and Pattern Discovery
"7.143314361572266,12.5031156539917",Data Analysis and Pattern Discovery
"6.146722316741943,11.37630558013916",Data Analysis and Pattern Discovery
"5.241116523742676,7.808087348937988",Data Analysis and Pattern Discovery
"-1.9437848329544067,6.284053325653076",Data Analysis and Pattern Discovery
"4.063260555267334,7.088295936584473",Data Analysis and Pattern Discovery
"3.1953911781311035,5.056699752807617",Data Analysis and Pattern Discovery
"5.888113021850586,4.9431681632995605",Data Analysis and Pattern Discovery
"-1.7207504510879517,6.502873420715332",Data Analysis and Pattern Discovery
"-0.46255064010620117,5.220067977905273",Data Analysis and Pattern Discovery
"1.3870515823364258,5.765031337738037",Data Analysis and Pattern Discovery
"2.2644317150115967,7.0761518478393555",Data Analysis and Pattern Discovery
"2.5020956993103027,7.431276321411133",Data Analysis and Pattern Discovery
"6.175164699554443,5.064875602722168",Data Analysis and Pattern Discovery
"-1.1146444082260132,7.064861297607422",Data Analysis and Pattern Discovery
"-1.65030837059021,7.264202117919922",Data Analysis and Pattern Discovery
"0.9545564651489258,4.847550868988037",Data Analysis and Pattern Discovery
"-2.4119157791137695,8.092057228088379",Data Analysis and Pattern Discovery
"5.612153053283691,7.645846843719482",Data Analysis and Pattern Discovery
"-0.09569784998893738,11.027568817138672",Data Analysis and Pattern Discovery
"0.24592214822769165,11.131278991699219",Data Analysis and Pattern Discovery
"-0.22787199914455414,4.462094783782959",Data Analysis and Pattern Discovery
"-0.2250898778438568,7.2093963623046875",Data Analysis and Pattern Discovery
"4.265697479248047,8.134906768798828",Data Analysis and Pattern Discovery
"-1.906410574913025,5.732253551483154",Data Analysis and Pattern Discovery
"4.087652206420898,9.81259822845459",Data Analysis and Pattern Discovery
"6.312963008880615,12.11688232421875",Data Analysis and Pattern Discovery
"-0.1607421487569809,5.787501335144043",Data Analysis and Pattern Discovery
"0.7624632120132446,4.643759727478027",Data Analysis and Pattern Discovery
"8.98892593383789,12.248682975769043",Data Analysis and Pattern Discovery
"-0.5995674133300781,6.0973029136657715",Data Analysis and Pattern Discovery
"-0.19226792454719543,11.034475326538086",Data Analysis and Pattern Discovery
"2.2727887630462646,5.9586591720581055",Data Analysis and Pattern Discovery
"5.9872331619262695,4.72408390045166",Data Analysis and Pattern Discovery
"-2.042592763900757,6.434216022491455",Data Analysis and Pattern Discovery
"-0.5660580396652222,5.629826068878174",Data Analysis and Pattern Discovery
"4.675931453704834,8.015447616577148",Data Analysis and Pattern Discovery
"6.325218677520752,5.594712257385254",Data Analysis and Pattern Discovery
"0.8721832633018494,5.27006196975708",Data Analysis and Pattern Discovery
"-0.5965853929519653,6.193240642547607",Data Analysis and Pattern Discovery
"2.6830554008483887,4.86297607421875",Data Analysis and Pattern Discovery
"-0.03499795123934746,11.050932884216309",Data Analysis and Pattern Discovery
"0.6253212094306946,7.919788837432861",Data Analysis and Pattern Discovery
"0.877464771270752,7.832793712615967",Data Analysis and Pattern Discovery
"1.7490663528442383,5.9538679122924805",Data Analysis and Pattern Discovery
"4.094241142272949,8.736821174621582",Data Analysis and Pattern Discovery
"-1.0527371168136597,5.532375812530518",Data Analysis and Pattern Discovery
"4.105578422546387,5.54209566116333",Data Analysis and Pattern Discovery
"-2.5934019088745117,7.251745223999023",Data Analysis and Pattern Discovery
"8.402307510375977,11.447426795959473",Data Analysis and Pattern Discovery
"1.7374719381332397,13.497583389282227",Data Analysis and Pattern Discovery
"0.1831592172384262,11.201888084411621",Data Analysis and Pattern Discovery
"3.008016347885132,4.43962287902832",Data Analysis and Pattern Discovery
"-1.0667471885681152,5.423885345458984",Data Analysis and Pattern Discovery
"3.5657880306243896,10.657122611999512",Data Analysis and Pattern Discovery
"-0.6759975552558899,6.011439323425293",Data Analysis and Pattern Discovery
"2.5193026065826416,10.55716609954834",Data Analysis and Pattern Discovery
"-0.6951076984405518,6.0680742263793945",Data Analysis and Pattern Discovery
"7.45863676071167,10.6743803024292",Data Analysis and Pattern Discovery
"-0.5678985714912415,8.015876770019531",Data Analysis and Pattern Discovery
"-0.1790127456188202,6.94876766204834",Data Analysis and Pattern Discovery
"5.6784186363220215,4.507930755615234",Data Analysis and Pattern Discovery
"2.177924394607544,9.650500297546387",Data Analysis and Pattern Discovery
"-0.8597208857536316,5.081145286560059",Data Analysis and Pattern Discovery
"2.4790594577789307,10.61310863494873",Data Analysis and Pattern Discovery
"-1.4394474029541016,7.917840480804443",Data Analysis and Pattern Discovery
"-1.762618064880371,5.480566501617432",Data Analysis and Pattern Discovery
"1.5403637886047363,5.004063606262207",Data Analysis and Pattern Discovery
"3.536423683166504,10.448776245117188",Data Analysis and Pattern Discovery
"1.7076984643936157,11.61209774017334",Data Analysis and Pattern Discovery
